date,type,ticker,nom,quantite,prix,frais
2026-05-11,DIVIDENDE,SU.PA,Schneider Electric,0,588.00,0.00
2026-05-12,DIVIDENDE,V,Visa,0,230.48,0.00
2026-05-14,DIVIDENDE,HSBA.L,HSBC,0,17966.75,0.00
2026-05-14,DIVIDENDE,ULVR.L,Unilever,0,29940.40,0.00
2026-05-15,DIVIDENDE,0700.HK,Tencent,0,2745.40,0.00
2026-05-15,DIVIDENDE,LLY,Eli Lilly,0,185.11,0.00
2026-05-15,DIVIDENDE,XOM,ExxonMobil,0,658.17,0.00
2026-05-18,DIVIDENDE,AI.PA,Air Liquide,0,756.82,0.00
2026-05-18,DIVIDENDE,BNP.PA,BNP Paribas,0,1002.30,0.00
2026-05-18,DIVIDENDE,ISP.MI,Intesa Sanpaolo,0,1071.03,0.00
2026-05-21,DIVIDENDE,IBE.MC,Iberdrola,0,8.38,0.00
2026-05-21,DIVIDENDE,MSFT,Microsoft,0,252.98,0.00
2026-05-21,DIVIDENDE,SHEL.L,Shell,0,26291.18,0.00
2026-05-26,DIVIDENDE,JNJ,Johnson & Johnson,0,564.14,0.00
2026-05-26,DIVIDENDE,SAF.PA,Safran,0,375.20,0.00
2026-05-28,DIVIDENDE,1299.HK,AIA Group,0,4243.16,0.00
2026-06-04,DIVIDENDE,HD,Home Depot,0,678.03,0.00
2026-06-04,DIVIDENDE,LIN,Linde,0,334.40,0.00
2026-06-04,DIVIDENDE,NVDA,Nvidia,0,146.00,0.00
2026-06-05,DIVIDENDE,NEE,NextEra Energy,0,731.40,0.00
2026-06-08,DIVIDENDE,GOOGL,Alphabet,0,70.62,0.00
2026-06-10,DIVIDENDE,INFY,Infosys (ADR),0,800.05,0.00
2026-06-11,DIVIDENDE,BABA,Alibaba (ADR),0,348.60,0.00
2026-06-11,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,126.06,0.00
2026-06-15,DIVIDENDE,KO,Coca-Cola,0,751.01,0.00
2026-06-15,DIVIDENDE,META,Meta Platforms,0,92.92,0.00
2026-06-15,DIVIDENDE,UNH,UnitedHealth,0,867.68,0.00
2026-06-16,DIVIDENDE,PLD,Prologis,0,861.35,0.00
2026-06-22,DIVIDENDE,AVGO,Broadcom,0,212.55,0.00
2026-06-23,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,552.50,0.00
2026-06-30,DIVIDENDE,TTE.PA,TotalEnergies,0,368.90,0.00
2026-07-01,ACHAT,0700.HK,Tencent,145,429.80,5.00
2026-07-01,ACHAT,1299.HK,AIA Group,1045,71.45,5.00
2026-07-01,ACHAT,6758.T,Sony,343,3250.00,5.00
2026-07-01,ACHAT,7203.T,Toyota,701,2724.50,5.14
2026-07-01,ACHAT,9432.T,NTT,9976,142.80,5.00
2026-07-01,ACHAT,AZN.L,AstraZeneca,29,13854.00,5.00
2026-07-01,ACHAT,BABA,Alibaba (ADR),131,97.99,5.62
2026-07-01,ACHAT,BRK-B,Berkshire Hathaway,24,499.74,5.25
2026-07-01,ACHAT,CBA.AX,Commonwealth Bank,53,160.73,5.00
2026-07-01,ACHAT,CNQ.TO,Canadian Natural Resources,266,56.12,5.00
2026-07-01,ACHAT,COST,Costco,18,924.67,7.29
2026-07-01,ACHAT,CSL.AX,CSL,110,118.37,5.00
2026-07-01,ACHAT,DG.PA,Vinci,45,124.30,5.00
2026-07-01,ACHAT,EL.PA,EssilorLuxottica,45,173.00,5.00
2026-07-01,ACHAT,HD,Home Depot,32,350.84,5.00
2026-07-01,ACHAT,INFY,Infosys (ADR),1178,10.65,5.50
2026-07-01,ACHAT,ISP.MI,Intesa Sanpaolo,653,6.00,5.00
2026-07-01,ACHAT,NEE,NextEra Energy,141,86.37,5.34
2026-07-01,ACHAT,OR.PA,L'Oreal,10,380.35,5.00
2026-07-01,ACHAT,SAN.PA,Sanofi,121,73.05,5.00
2026-07-01,ACHAT,SAP.DE,SAP,42,140.88,5.00
2026-07-01,ACHAT,SHEL.L,Shell,292,2872.50,5.00
2026-07-01,ACHAT,SHOP.TO,Shopify,51,162.26,5.00
2026-07-01,ACHAT,TTE.PA,TotalEnergies,138,65.92,5.00
2026-07-01,ACHAT,VALE,Vale (ADR),490,14.90,5.00
2026-07-01,ACHAT,XOM,ExxonMobil,194,136.28,11.58
2026-07-01,VENTE,6861.T,Keyence,20,81630.00,5.00
2026-07-01,VENTE,8035.T,Tokyo Electron,72,78800.00,15.28
2026-07-01,VENTE,ASML.AS,ASML,6,1641.60,5.00
2026-07-01,VENTE,CAT,Caterpillar,26,991.41,11.29
2026-07-01,VENTE,LLY,Eli Lilly,11,1191.74,5.74
2026-07-01,VENTE,NOVO-B.CO,Novo Nordisk,189,324.00,5.00
2026-07-01,VENTE,RY.TO,Royal Bank of Canada,27,293.68,5.00
2026-07-01,VENTE,SIE.DE,Siemens,18,273.45,5.00
2026-07-01,VENTE,TSM,Taiwan Semiconductor (ADR),29,444.23,5.64
2026-07-01,VENTE,UBSG.SW,UBS,166,40.26,5.00
2026-07-01,VENTE,UNH,UnitedHealth,107,426.54,19.99
2026-07-06,DIVIDENDE,IBE.MC,Iberdrola,0,715.65,0.00
2026-07-06,DIVIDENDE,JPM,JPMorgan Chase,0,484.50,0.00
2026-07-20,DIVIDENDE,CAT,Caterpillar,0,187.45,0.00
2026-07-20,DIVIDENDE,ENEL.MI,Enel,0,928.46,0.00
2026-07-24,DIVIDENDE,COST,Costco,0,179.34,0.00
2026-07-24,DIVIDENDE,PG,Procter & Gamble,0,774.28,0.00
2026-07-27,DIVIDENDE,ASML.AS,ASML,0,43.24,0.00
2026-07-27,DIVIDENDE,RY.TO,Royal Bank of Canada,0,387.20,0.00
2026-08-06,DIVIDENDE,AZN.L,AstraZeneca,0,19636.50,0.00
2026-08-06,DIVIDENDE,ULVR.L,Unilever,0,29466.80,0.00
2026-08-10,DIVIDENDE,AAPL,Apple,0,100.17,0.00
2026-08-11,DIVIDENDE,V,Visa,0,230.48,0.00
2026-08-13,DIVIDENDE,HSBA.L,HSBC,0,17881.12,0.00
2026-08-13,DIVIDENDE,RIO.L,Rio Tinto,0,68304.54,0.00
2026-08-13,DIVIDENDE,SHEL.L,Shell,0,34501.56,0.00
2026-08-13,DIVIDENDE,VALE,Vale (ADR),0,1220.00,0.00
2026-08-14,DIVIDENDE,LLY,Eli Lilly,0,166.08,0.00
2026-08-14,DIVIDENDE,NOVO-B.CO,Novo Nordisk,0,3266.25,0.00
2026-08-17,DIVIDENDE,XOM,ExxonMobil,0,857.99,0.00
2026-08-19,DIVIDENDE,CBA.AX,Commonwealth Bank,0,882.90,0.00
2026-08-20,DIVIDENDE,MSFT,Microsoft,0,252.98,0.00
2026-08-25,DIVIDENDE,JNJ,Johnson & Johnson,0,564.14,0.00
2026-08-28,DIVIDENDE,NEE,NextEra Energy,0,819.24,0.00
2026-09-03,DIVIDENDE,BHP.AX,BHP,0,1247.42,0.00
2026-09-03,DIVIDENDE,HD,Home Depot,0,752.59,0.00
2026-09-03,DIVIDENDE,LIN,Linde,0,334.40,0.00
2026-09-04,DIVIDENDE,1299.HK,AIA Group,0,2150.61,0.00
2026-09-04,DIVIDENDE,GOOGL,Alphabet,0,70.62,0.00
2026-09-09,DIVIDENDE,CSL.AX,CSL,0,996.23,0.00
2026-09-10,DIVIDENDE,NVDA,Nvidia,0,146.00,0.00
2026-09-11,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,718.75,0.00
2026-09-14,DIVIDENDE,UNH,UnitedHealth,0,619.44,0.00
2026-09-15,DIVIDENDE,KO,Coca-Cola,0,751.01,0.00
2026-09-16,DIVIDENDE,PLD,Prologis,0,861.35,0.00
2026-09-16,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,114.02,0.00
2026-09-17,DIVIDENDE,6861.T,Keyence,0,25025.00,0.00
2026-09-21,DIVIDENDE,AVGO,Broadcom,0,212.55,0.00
2026-09-21,DIVIDENDE,META,Meta Platforms,0,92.92,0.00
2026-09-24,DIVIDENDE,BNP.PA,BNP Paribas,0,1259.70,0.00
